Date,Oxygen
14-Nov-2011 11:52:30,NaN
14-Nov-2011 12:35:01,230.3176323
14-Nov-2011 13:20:01,245.7166638
14-Nov-2011 16:42:30,291.9196742
14-Nov-2011 17:25:00,280.9822155
14-Nov-2011 18:10:00,243.5450013
14-Nov-2011 18:55:00,201.2688211
14-Nov-2011 19:40:00,150.3500948
14-Nov-2011 20:25:00,131.5231836
14-Nov-2011 21:10:00,124.3871377
14-Nov-2011 21:55:00,137.2209757
14-Nov-2011 22:40:01,135.9822007
14-Nov-2011 23:25:00,135.6074858
15-Nov-2011 00:10:00,131.7503704
15-Nov-2011 00:55:00,127.0343947
15-Nov-2011 01:40:00,120.4758583
15-Nov-2011 02:25:01,110.975331
15-Nov-2011 03:10:00,103.0479645
15-Nov-2011 03:55:01,97.68462447
15-Nov-2011 04:40:01,89.93389192
15-Nov-2011 05:25:00,84.81557665
15-Nov-2011 06:10:00,81.53031428
15-Nov-2011 06:23:00,83.91827407
15-Nov-2011 06:40:00,85.4972785
15-Nov-2011 06:58:01,91.18975305
15-Nov-2011 07:16:01,98.56743085
15-Nov-2011 07:34:01,107.6960966
15-Nov-2011 07:52:01,118.970715
15-Nov-2011 08:10:00,137.1380547
15-Nov-2011 08:28:01,150.4347958
15-Nov-2011 08:46:01,175.0962117
15-Nov-2011 09:04:01,204.8174896
15-Nov-2011 09:22:01,220.2079169
15-Nov-2011 09:40:00,232.1710712
15-Nov-2011 09:58:01,234.0718195
15-Nov-2011 10:16:01,235.9310934
15-Nov-2011 10:34:01,235.9206626
15-Nov-2011 10:52:01,NaN
15-Nov-2011 11:10:00,NaN
15-Nov-2011 11:22:59,NaN
15-Nov-2011 11:40:00,241.4203583
15-Nov-2011 11:58:00,244.111277
15-Nov-2011 12:16:00,247.2074205
15-Nov-2011 12:34:00,255.0421736
15-Nov-2011 12:52:00,256.5340804
15-Nov-2011 13:10:00,261.7327346
15-Nov-2011 13:28:00,265.6256008
15-Nov-2011 13:46:00,269.8485631
15-Nov-2011 14:04:00,275.01012
15-Nov-2011 14:22:00,275.8697276
15-Nov-2011 14:40:00,278.5868949
15-Nov-2011 14:58:00,283.3004658
15-Nov-2011 15:16:00,287.9887464
15-Nov-2011 15:34:00,295.1821283
15-Nov-2011 15:52:00,300.2633444
15-Nov-2011 16:10:00,303.2813306
15-Nov-2011 16:28:00,306.0233677
15-Nov-2011 16:46:00,308.1883301
15-Nov-2011 17:04:00,307.9113457
15-Nov-2011 17:22:00,304.0690876
15-Nov-2011 18:01:00,278.0001985
15-Nov-2011 18:17:00,273.6601574
15-Nov-2011 18:33:00,260.4783493
15-Nov-2011 18:49:01,233.3924215
15-Nov-2011 19:05:01,216.0310944
15-Nov-2011 19:21:01,195.0720934
15-Nov-2011 19:37:01,174.4330639
15-Nov-2011 19:53:01,154.8210862
15-Nov-2011 20:09:01,142.7267181
15-Nov-2011 20:25:01,136.369025
15-Nov-2011 20:41:00,128.6813854
15-Nov-2011 20:57:00,123.4242949
15-Nov-2011 21:13:01,122.7381616
15-Nov-2011 21:29:01,121.9565616
15-Nov-2011 21:45:01,124.2006631
15-Nov-2011 22:01:01,126.8783717
15-Nov-2011 22:17:01,129.7901267
15-Nov-2011 22:33:00,132.3173949
15-Nov-2011 22:49:00,134.5239275
15-Nov-2011 23:05:00,133.3083297
15-Nov-2011 23:21:00,132.8045907
15-Nov-2011 23:37:01,132.9292703
15-Nov-2011 23:53:01,131.4891697
16-Nov-2011 00:09:01,130.1509172
16-Nov-2011 00:25:01,130.5112819
16-Nov-2011 00:41:01,131.5198012
16-Nov-2011 00:57:01,129.9764224
16-Nov-2011 01:13:01,128.4682415
16-Nov-2011 01:29:00,126.7779422
16-Nov-2011 01:45:00,124.4843053
16-Nov-2011 02:01:01,123.1663025
16-Nov-2011 02:17:01,121.5186544
16-Nov-2011 02:33:01,120.2105621
16-Nov-2011 02:49:01,118.4891564
16-Nov-2011 03:05:01,116.9581359
16-Nov-2011 03:21:01,115.5514996
16-Nov-2011 03:37:01,113.6838731
16-Nov-2011 03:53:00,109.1536592
16-Nov-2011 04:09:00,105.9124492
16-Nov-2011 04:25:01,101.8548407
16-Nov-2011 04:41:01,98.95922987
16-Nov-2011 04:57:01,96.64008535
16-Nov-2011 05:13:01,96.27026304
16-Nov-2011 05:29:01,95.10192635
16-Nov-2011 05:45:01,95.56478093
16-Nov-2011 06:01:00,95.86251715
16-Nov-2011 06:17:00,96.19183548
16-Nov-2011 06:33:00,100.4736685
16-Nov-2011 06:49:01,106.3330478
16-Nov-2011 07:05:01,116.7513255
16-Nov-2011 07:21:01,126.4826438
16-Nov-2011 07:37:01,136.6332198
16-Nov-2011 07:53:01,147.5359965
16-Nov-2011 08:09:01,160.7006285
16-Nov-2011 08:25:01,177.0885645
16-Nov-2011 08:41:00,199.4923209
16-Nov-2011 08:57:01,216.0443335
16-Nov-2011 10:37:00,NaN
16-Nov-2011 10:53:01,228.1030649
16-Nov-2011 11:09:01,227.7834713
16-Nov-2011 11:25:01,228.112002
16-Nov-2011 11:41:00,226.6583741
16-Nov-2011 11:57:00,228.378623
16-Nov-2011 12:13:00,229.0204715
16-Nov-2011 12:29:01,229.1279571
16-Nov-2011 12:45:01,232.9502766
16-Nov-2011 13:01:01,232.9686474
16-Nov-2011 13:17:01,232.0167874
16-Nov-2011 13:33:00,237.3790997
16-Nov-2011 13:49:00,239.4520483
16-Nov-2011 14:05:00,240.8634061
16-Nov-2011 14:21:00,242.2486027
16-Nov-2011 14:37:01,246.7568392
16-Nov-2011 14:53:01,247.5325844
16-Nov-2011 15:09:01,251.0049289
16-Nov-2011 15:25:01,256.0100574
16-Nov-2011 15:41:01,257.5771418
16-Nov-2011 15:57:01,257.7383338
16-Nov-2011 16:13:01,258.1546883
16-Nov-2011 16:29:00,260.3882397
16-Nov-2011 16:45:00,260.5766109
16-Nov-2011 17:01:01,262.1705505
16-Nov-2011 17:17:01,258.9311116
16-Nov-2011 17:33:01,257.3344857
16-Nov-2011 17:49:01,254.7173451
16-Nov-2011 18:05:01,247.7799253
16-Nov-2011 18:21:01,239.1173649
16-Nov-2011 18:37:01,227.7915841
16-Nov-2011 18:53:00,219.3060317
16-Nov-2011 19:09:00,211.7311732
16-Nov-2011 19:25:01,201.1783479
16-Nov-2011 19:41:01,187.0732407
16-Nov-2011 19:57:01,166.1884052
16-Nov-2011 20:13:01,148.3051115
16-Nov-2011 20:29:01,133.111453
16-Nov-2011 20:45:01,119.8582977
16-Nov-2011 21:01:00,111.9812216
16-Nov-2011 21:17:00,108.221729
16-Nov-2011 21:33:00,109.7008331
16-Nov-2011 21:49:01,114.9159204
16-Nov-2011 22:05:01,123.8148577
16-Nov-2011 22:21:01,126.500057
16-Nov-2011 22:37:01,128.7889316
16-Nov-2011 22:53:01,132.3059632
16-Nov-2011 23:09:01,132.4029597
16-Nov-2011 23:25:01,130.9570799
16-Nov-2011 23:41:00,132.2344784
16-Nov-2011 23:57:01,134.1170001
17-Nov-2011 00:13:00,134.7359725
17-Nov-2011 00:29:01,136.3196193
17-Nov-2011 00:45:01,135.9397556
17-Nov-2011 01:01:01,136.9056524
17-Nov-2011 01:17:01,136.2635959
17-Nov-2011 01:33:01,134.564333
17-Nov-2011 01:49:00,133.1222059
17-Nov-2011 02:05:00,131.7957426
17-Nov-2011 02:21:01,131.1725382
17-Nov-2011 02:37:01,129.5875143
17-Nov-2011 02:53:01,128.2007069
17-Nov-2011 03:09:01,126.0570766
17-Nov-2011 03:25:01,123.9811181
17-Nov-2011 03:41:01,120.9386237
17-Nov-2011 03:57:01,116.7511476
17-Nov-2011 04:13:01,113.89092
17-Nov-2011 04:29:00,110.8159442
17-Nov-2011 04:45:00,110.1569607
17-Nov-2011 05:01:01,108.2813859
17-Nov-2011 05:17:01,106.2840197
17-Nov-2011 05:33:01,104.5946623
17-Nov-2011 05:49:01,102.7139623
17-Nov-2011 06:05:01,101.879565
17-Nov-2011 06:21:01,101.9547733
17-Nov-2011 06:37:01,105.0664799
17-Nov-2011 06:52:59,104.5483658
17-Nov-2011 07:09:00,117.3070377
17-Nov-2011 07:25:01,132.7267014
17-Nov-2011 07:41:01,142.4039595
17-Nov-2011 07:57:01,151.892525
17-Nov-2011 08:13:01,163.5309811
17-Nov-2011 08:29:01,182.58318
17-Nov-2011 08:45:01,199.18644
17-Nov-2011 09:01:00,214.9753607
17-Nov-2011 09:17:00,226.1283866
17-Nov-2011 09:33:00,229.8240788
17-Nov-2011 09:49:01,232.7670949
17-Nov-2011 10:05:01,238.5851862
17-Nov-2011 10:21:01,243.8549427
17-Nov-2011 10:37:01,247.4389803
17-Nov-2011 10:53:01,248.8425832
17-Nov-2011 11:09:01,248.0038615
17-Nov-2011 11:25:01,243.4021552
17-Nov-2011 11:41:00,241.0779937
17-Nov-2011 11:57:00,238.0005961
17-Nov-2011 12:13:00,237.4659004
17-Nov-2011 12:29:01,239.2729915
17-Nov-2011 12:45:01,235.7733271
17-Nov-2011 13:01:01,231.4374907
17-Nov-2011 13:17:01,229.4670396
17-Nov-2011 13:33:00,228.5424053
17-Nov-2011 13:49:00,227.2086782
17-Nov-2011 14:05:00,230.4876904
17-Nov-2011 14:21:01,232.8973731
17-Nov-2011 14:37:01,237.5762163
17-Nov-2011 14:53:01,242.733599
17-Nov-2011 15:09:01,246.5394289
17-Nov-2011 15:25:01,250.6960365
17-Nov-2011 15:41:01,251.5338831
17-Nov-2011 15:57:01,253.222725
17-Nov-2011 16:13:01,252.8077598
17-Nov-2011 16:29:00,256.4841084
17-Nov-2011 16:45:00,257.5569363
17-Nov-2011 17:01:01,256.8981205
17-Nov-2011 17:17:01,255.7483983
17-Nov-2011 17:33:01,252.8541445
17-Nov-2011 17:49:01,248.6623152
17-Nov-2011 18:05:01,242.8901357
17-Nov-2011 18:21:01,234.8026054
17-Nov-2011 18:37:01,224.5374934
17-Nov-2011 18:53:00,213.823831
17-Nov-2011 19:09:00,200.5038322
17-Nov-2011 19:25:01,188.8741684
17-Nov-2011 19:41:01,176.0274295
17-Nov-2011 19:57:01,159.5143733
17-Nov-2011 20:13:01,138.8413833
17-Nov-2011 20:29:01,126.242457
17-Nov-2011 20:45:01,116.5259948
17-Nov-2011 21:01:00,110.9083104
17-Nov-2011 21:17:01,106.2478415
17-Nov-2011 21:33:00,104.6848739
17-Nov-2011 21:49:01,104.5247799
17-Nov-2011 22:05:01,107.7670899
17-Nov-2011 22:21:01,115.0491676
17-Nov-2011 22:37:01,119.9689314
17-Nov-2011 22:53:01,121.5656894
17-Nov-2011 23:09:01,123.2495526
17-Nov-2011 23:25:01,125.1566946
17-Nov-2011 23:41:00,127.8286498
17-Nov-2011 23:57:00,128.7524031
18-Nov-2011 00:13:01,127.6681303
18-Nov-2011 00:29:01,128.5257534
18-Nov-2011 00:45:01,131.5693411
18-Nov-2011 01:01:01,131.4289202
18-Nov-2011 01:17:01,131.9605237
18-Nov-2011 01:33:00,131.3637434
18-Nov-2011 01:49:00,130.0762573
18-Nov-2011 02:05:00,127.3034839
18-Nov-2011 02:21:00,127.8713395
18-Nov-2011 02:37:01,127.1671913
18-Nov-2011 02:53:01,128.5181938
18-Nov-2011 03:09:01,126.4674389
18-Nov-2011 03:25:01,123.5403578
18-Nov-2011 03:41:01,120.3858103
18-Nov-2011 03:57:01,117.6950503
18-Nov-2011 04:13:01,114.9587044
18-Nov-2011 04:29:00,112.0863474
18-Nov-2011 04:45:00,110.6323744
18-Nov-2011 05:01:01,109.5817715
18-Nov-2011 05:17:01,108.7919947
18-Nov-2011 05:33:01,105.7533734
18-Nov-2011 05:49:01,105.3308663
18-Nov-2011 06:05:01,102.6503006
18-Nov-2011 06:21:01,101.8558306
18-Nov-2011 06:37:01,105.7064036
18-Nov-2011 06:53:00,109.9812938
18-Nov-2011 07:09:00,115.9839198
18-Nov-2011 07:25:01,123.8971608
18-Nov-2011 07:41:01,131.8055325
18-Nov-2011 07:57:01,141.5002088
18-Nov-2011 08:13:01,150.4533492
18-Nov-2011 08:29:01,160.6203017
18-Nov-2011 08:45:01,168.2038168
18-Nov-2011 09:01:00,179.6276784
18-Nov-2011 09:17:00,197.2054025
18-Nov-2011 09:33:00,213.9948701
18-Nov-2011 09:49:01,229.5309443
18-Nov-2011 10:05:01,243.2081658
18-Nov-2011 10:21:01,249.7553217
18-Nov-2011 10:37:01,253.1289947
18-Nov-2011 10:53:01,255.3728549
18-Nov-2011 11:09:01,253.7587054
18-Nov-2011 11:25:01,253.4740984
18-Nov-2011 11:41:00,249.8893326
18-Nov-2011 11:57:00,245.4870032
18-Nov-2011 12:13:00,241.3991144
18-Nov-2011 12:29:01,238.6385882
18-Nov-2011 12:45:01,234.8902927
18-Nov-2011 13:01:01,233.7237013
18-Nov-2011 13:17:01,229.241559
18-Nov-2011 13:33:00,224.7481865
18-Nov-2011 13:49:00,219.0135994
18-Nov-2011 14:05:00,NaN
18-Nov-2011 14:21:00,224.1279813
18-Nov-2011 14:37:01,219.1951967
18-Nov-2011 14:53:01,218.3327887
18-Nov-2011 15:09:01,215.8400916
18-Nov-2011 15:25:01,212.9122144
18-Nov-2011 15:41:01,214.8802142
18-Nov-2011 15:57:01,215.9359681
18-Nov-2011 16:13:01,211.5066654
18-Nov-2011 16:29:00,212.9765893
18-Nov-2011 16:45:00,215.2532408
18-Nov-2011 17:01:01,217.4393515
18-Nov-2011 17:17:01,213.5503895
18-Nov-2011 17:33:01,213.2504492
18-Nov-2011 17:49:01,214.6862587
18-Nov-2011 18:05:01,208.9010607
18-Nov-2011 18:21:01,205.2996297
18-Nov-2011 18:37:01,199.8244256
18-Nov-2011 18:53:00,191.3103498
18-Nov-2011 19:09:00,181.4364191
18-Nov-2011 19:25:01,179.1540952
18-Nov-2011 19:41:01,167.2105265
18-Nov-2011 19:57:01,157.6429478
18-Nov-2011 20:13:01,152.8281046
18-Nov-2011 20:29:01,140.8025694
18-Nov-2011 20:45:01,130.3640363
18-Nov-2011 21:01:00,120.1114044
18-Nov-2011 21:17:00,108.1167397
18-Nov-2011 21:33:00,99.63302559
18-Nov-2011 21:49:01,93.86904358
18-Nov-2011 22:05:01,90.66215439
18-Nov-2011 22:21:01,89.51958801
18-Nov-2011 22:37:01,91.89484688
18-Nov-2011 22:53:01,94.5982097
18-Nov-2011 23:09:01,97.14601973
18-Nov-2011 23:25:01,103.894768
18-Nov-2011 23:41:00,107.9036449
18-Nov-2011 23:57:00,111.0607238
19-Nov-2011 00:13:00,119.4501193
19-Nov-2011 00:29:01,125.2986972
19-Nov-2011 00:45:01,130.426297
19-Nov-2011 01:01:01,134.3677457
19-Nov-2011 01:17:01,135.931972
19-Nov-2011 01:33:00,136.123431
19-Nov-2011 01:49:00,135.9884919
19-Nov-2011 02:05:00,136.363714
19-Nov-2011 02:21:00,135.5045656
19-Nov-2011 02:37:01,134.1151925
19-Nov-2011 02:53:01,132.5324739
19-Nov-2011 03:09:01,131.5197811
19-Nov-2011 03:25:01,130.3613532
19-Nov-2011 03:41:01,129.0455016
19-Nov-2011 03:57:01,126.5345602
19-Nov-2011 04:13:01,122.6470216
19-Nov-2011 04:29:00,120.3644664
19-Nov-2011 04:45:01,117.9976067
19-Nov-2011 05:01:01,117.6622568
19-Nov-2011 05:17:01,117.5282664
19-Nov-2011 05:33:01,116.7177073
19-Nov-2011 05:49:01,114.531122
19-Nov-2011 06:05:01,113.628836
19-Nov-2011 06:21:01,NaN
19-Nov-2011 06:37:01,110.8413123
19-Nov-2011 06:53:00,115.1570453
19-Nov-2011 07:09:00,121.9027429
19-Nov-2011 07:25:01,132.1497014
19-Nov-2011 07:41:01,138.8995653
19-Nov-2011 07:57:01,151.0822717
19-Nov-2011 08:13:01,164.4911196
19-Nov-2011 08:29:01,179.6543692
19-Nov-2011 08:45:01,193.832099
19-Nov-2011 09:01:00,210.9614523
19-Nov-2011 09:17:00,222.5565604
19-Nov-2011 09:33:00,238.1076356
19-Nov-2011 09:49:01,254.3373944
19-Nov-2011 10:05:01,269.5071258
19-Nov-2011 10:21:01,286.2409084
19-Nov-2011 10:37:01,299.8642522
19-Nov-2011 10:53:01,312.2423319
19-Nov-2011 11:09:01,318.5563007
19-Nov-2011 11:25:01,322.424238
19-Nov-2011 11:41:00,319.5030815
19-Nov-2011 11:57:00,311.799916
19-Nov-2011 12:13:00,299.7070851
19-Nov-2011 12:29:01,286.0623536
19-Nov-2011 12:45:01,271.1923637
19-Nov-2011 13:01:01,256.4559924
19-Nov-2011 13:17:01,253.0274154
19-Nov-2011 13:33:00,252.4628136
19-Nov-2011 13:49:00,245.8549317
19-Nov-2011 14:05:00,246.0558923
19-Nov-2011 14:21:00,241.771294
19-Nov-2011 14:37:01,246.644737
19-Nov-2011 14:53:01,250.1821614
19-Nov-2011 15:09:01,250.7160302
19-Nov-2011 15:25:01,244.6411332
19-Nov-2011 15:41:01,250.0418764
19-Nov-2011 15:57:01,247.7786584
19-Nov-2011 16:13:01,249.4804256
19-Nov-2011 16:29:00,243.1384279
19-Nov-2011 16:45:00,238.5894928
19-Nov-2011 17:01:01,232.3963502
19-Nov-2011 17:17:01,231.6723077
19-Nov-2011 17:33:01,226.3854671
19-Nov-2011 17:49:01,219.449705
19-Nov-2011 18:05:01,210.288752
19-Nov-2011 18:21:01,202.2375601
19-Nov-2011 18:37:01,195.1047918
19-Nov-2011 18:53:00,190.3544916
19-Nov-2011 19:09:00,181.9889192
19-Nov-2011 19:25:01,172.2682495
19-Nov-2011 19:41:01,164.7280244
19-Nov-2011 19:57:01,NaN
19-Nov-2011 20:13:01,NaN
19-Nov-2011 20:29:01,NaN
19-Nov-2011 20:45:01,NaN
19-Nov-2011 21:01:00,NaN
19-Nov-2011 21:17:00,NaN
19-Nov-2011 21:33:00,108.737638
19-Nov-2011 21:49:01,99.44005454
19-Nov-2011 22:05:01,90.3667876
19-Nov-2011 22:21:01,83.14478058
19-Nov-2011 22:37:01,78.77063788
19-Nov-2011 22:53:01,71.97059357
19-Nov-2011 23:09:01,66.30514528
19-Nov-2011 23:25:01,67.24334926
19-Nov-2011 23:41:00,70.41628727
19-Nov-2011 23:57:00,81.25800753
20-Nov-2011 00:13:00,93.40130761
20-Nov-2011 00:29:01,NaN
